season,average_day_temp,average_night_temp,total_sunshine_hours,total_rainfall,suitability
kharif,27.3,20.9,934.6272140461633,1183.3238684305863,not suitable
rabi,25.0,20.6,923.3203343793209,913.156052465168,not suitable
kharif,28.3,20.5,974.10639743181,1427.3155190474267,not suitable
pre-kharif,26.9,24.0,786.0703339973068,1312.4010010498769,not suitable
rabi,19.2,20.5,761.0524543897908,564.6112527454966,not suitable
pre-kharif,29.5,23.3,1011.3217945327143,815.4674729368264,not suitable
kharif,26.6,25.1,923.4101702119208,1190.8673182998764,not suitable
rabi,27.8,17.9,1196.7331479441912,702.4202096538862,not suitable
rabi,26.6,19.9,1036.2050005616502,676.9171792788155,not suitable
kharif,27.4,20.9,876.0492508640682,1353.4430732807207,not suitable
kharif,29.9,21.7,1042.6457184019798,1150.371896246276,suitable
kharif,26.7,21.8,967.051738921695,1422.407752589991,not suitable
pre-kharif,25.1,24.0,721.2533472387001,1032.6335912268257,not suitable
kharif,32.8,24.7,924.6453269070021,1127.5166223938336,not suitable
kharif,26.0,23.0,906.0496911054269,1341.5951828894333,not suitable
rabi,24.2,21.8,1004.9161650248901,804.5222967680043,not suitable
rabi,26.2,20.4,996.044123290483,908.8389292156093,not suitable
rabi,26.5,20.5,1047.4701301981927,788.8415508769466,not suitable
pre-kharif,29.9,23.2,935.3271332664449,1119.3669607273882,not suitable
kharif,30.5,22.3,1090.9769634035447,635.3300821028271,not suitable
pre-kharif,30.2,20.8,982.0389268972486,1092.4865401316258,not suitable
kharif,26.1,22.0,1026.5289273566823,1315.3610110503193,suitable
kharif,26.0,21.0,863.2222542884151,1241.964737367959,not suitable
rabi,24.1,20.0,1031.4074068442028,989.615483206542,not suitable
kharif,28.6,19.3,1028.344897421975,1238.6079359487762,not suitable
pre-kharif,35.2,24.2,1248.4564232356654,841.0872700367106,not suitable
pre-kharif,34.4,21.8,1225.8874517467866,619.7764825797371,not suitable
rabi,24.9,20.3,989.8029308851364,840.0776639847361,not suitable
kharif,25.7,21.3,908.8627859532046,1323.425742451624,not suitable
pre-kharif,31.8,22.8,1139.1413501144746,1071.8563581171782,not suitable
pre-kharif,28.6,21.4,916.7342902663972,969.960494472542,not suitable
rabi,27.6,20.3,1131.5678835640904,967.09505630666,not suitable
pre-kharif,35.8,18.3,1247.5223049231342,1339.2784375841186,not suitable
rabi,25.2,20.6,987.0441678214818,698.8646529897562,not suitable
rabi,23.6,21.5,985.3215126014095,635.5011673112751,not suitable
pre-kharif,24.3,24.2,768.927076932495,1165.0792060625356,not suitable
pre-kharif,25.0,22.7,847.5267756860314,1486.5844906331813,not suitable
rabi,26.2,20.1,1065.2186004725463,750.5868823893665,not suitable
kharif,26.8,21.1,969.3936289073117,1158.0446232301615,not suitable
kharif,28.0,20.7,1079.133573881759,1157.2587090954362,suitable
rabi,27.5,21.0,1208.9863937758532,621.510606605218,not suitable
rabi,26.5,20.0,1121.3961928080664,863.8162448601264,not suitable
rabi,22.4,19.9,925.9583827275263,548.1120547081797,not suitable
rabi,26.7,19.5,1045.6340632538459,734.8933413847404,not suitable
kharif,27.2,21.6,997.7657855683991,1247.3149093227516,not suitable
pre-kharif,29.6,22.0,1067.8363917893178,768.0971852442864,not suitable
rabi,25.2,22.4,1003.856013261054,758.2360187690703,not suitable
kharif,32.2,20.9,1129.6211240567604,1241.7259726975617,suitable
kharif,28.1,21.8,1017.5102261917236,1157.6093578993814,suitable
rabi,27.6,20.0,1116.1555544061193,657.4491269198162,not suitable
pre-kharif,37.6,22.1,1377.8773516785395,679.5731096877423,not suitable
kharif,24.8,23.2,1011.2399147738702,1446.293998221378,not suitable
pre-kharif,29.2,22.2,971.1078853078917,797.8835232488942,not suitable
kharif,24.0,21.4,790.3421363298917,1250.7847792623008,not suitable
pre-kharif,30.6,20.7,986.0024099886047,1613.8174493408676,not suitable
pre-kharif,26.1,22.4,784.2931395494971,1155.525657069537,not suitable
pre-kharif,32.9,19.3,1090.5922708055853,1038.442992132084,not suitable
kharif,26.4,21.0,948.4015461503939,1266.441416728893,not suitable
rabi,25.2,20.3,936.7908982981058,755.3418369912837,not suitable
kharif,25.8,19.4,835.3205850875769,1115.3719304087206,not suitable
rabi,23.5,17.0,957.7714481848802,800.640993763637,not suitable
kharif,25.9,20.7,962.3594280439896,1651.0297278944506,not suitable
pre-kharif,32.1,22.0,1144.2088070599302,964.3199072422973,not suitable
rabi,21.9,20.8,821.9983158302573,1014.9482211217908,not suitable
pre-kharif,32.3,22.5,1051.619939330562,951.725536275481,not suitable
rabi,23.7,20.4,937.0525662259165,658.1768985490257,not suitable
pre-kharif,27.5,22.5,899.4130377677436,1262.9360348421017,not suitable
rabi,28.7,16.9,1070.1811225907843,855.4370173550993,not suitable
pre-kharif,28.5,22.2,975.799240273865,906.5408844404786,not suitable
rabi,24.7,20.3,1024.0939421044523,887.8621537719881,not suitable
kharif,28.6,23.0,1023.8845044061385,1720.14829032821,not suitable
rabi,24.6,18.9,1048.2505665874178,796.8310105081476,not suitable
pre-kharif,25.4,19.6,847.174623578422,1122.304411878594,not suitable
kharif,29.9,20.6,1212.1033754236469,1188.0559011240157,suitable
rabi,28.5,18.3,1190.5644450963011,728.6757965988463,not suitable
kharif,28.5,22.0,1037.8969417531391,1497.5579827943643,suitable
kharif,26.7,22.1,1062.6026747759577,1286.3006848201742,suitable
kharif,27.1,24.7,996.7984573554336,1564.262711465374,not suitable
kharif,29.8,21.3,1080.8047210159261,1351.4260791437423,suitable
kharif,31.8,21.2,1142.04100903381,1315.0507840594566,suitable
kharif,29.1,19.9,1019.1869385402463,974.322432976923,not suitable
rabi,27.9,22.1,1041.4235146314086,646.1623274260767,not suitable
pre-kharif,29.8,22.0,966.4249160523136,932.6870198825674,not suitable
pre-kharif,26.2,23.4,834.3174471261106,1474.0759610094217,not suitable
rabi,23.6,19.7,907.4463579724414,1142.0643660247113,not suitable
rabi,28.5,19.4,1113.4857936806743,810.9706162173931,not suitable
kharif,29.6,22.0,1064.8041504810485,1174.6692893986115,suitable
kharif,28.1,20.3,1113.3229739838978,1303.0817474303542,suitable
pre-kharif,26.7,23.2,781.6687086248699,1160.0437286451697,not suitable
pre-kharif,29.0,19.6,933.3207040545382,1282.884890944063,not suitable
kharif,29.3,21.4,1063.2075320629278,1330.144115158731,suitable
kharif,25.1,18.8,868.5251242630497,1129.9700677183148,not suitable
kharif,27.0,22.4,881.3914489489367,1195.1542325227574,not suitable
pre-kharif,28.8,23.0,978.6819645485958,889.6902105012732,not suitable
rabi,20.6,19.8,793.3204654354884,754.0396701568027,not suitable
rabi,26.3,19.7,1038.4104591257747,1190.8258890958095,not suitable
kharif,29.0,22.9,1060.5077946585468,1385.7250932673935,suitable
kharif,31.0,22.2,1062.5379803108563,1108.2287570219064,not suitable
kharif,26.2,20.0,940.3084234802683,1320.2150199114478,not suitable
rabi,25.3,21.5,1129.628370128702,834.0475895506885,not suitable
kharif,23.9,22.7,825.6746752208876,1499.6099733970345,not suitable
pre-kharif,29.2,21.4,951.953617592202,1235.687162855713,not suitable
rabi,27.0,18.9,1148.008398215911,1288.8653776518224,not suitable
rabi,24.8,21.4,1063.464395255377,613.4212807145282,not suitable
rabi,24.3,18.7,967.226794701159,765.2083809675655,not suitable
rabi,24.4,18.4,1003.0271881662828,618.7696796509515,not suitable
kharif,26.9,19.5,912.6898017571568,1359.1255695132247,not suitable
kharif,29.9,21.5,1148.8420679857106,1351.3097040342275,suitable
rabi,32.2,20.5,1325.811856550665,781.8896457669135,not suitable
rabi,25.2,19.9,1049.0059466311627,781.1885109337767,not suitable
pre-kharif,31.8,22.2,1194.1738935633061,939.3985160406716,not suitable
pre-kharif,29.0,20.3,1071.4810404479203,1022.250904205013,not suitable
kharif,24.6,21.6,827.8666689266532,1029.7024391612672,not suitable
rabi,26.1,20.1,1055.038187352599,734.1627560996194,not suitable
rabi,18.8,20.9,816.1774486706845,808.124266159021,not suitable
pre-kharif,29.2,21.3,966.9766144772169,1386.814699180429,not suitable
kharif,25.6,22.3,808.7458259916306,1182.3786030918413,not suitable
kharif,28.1,21.3,1092.8562256207958,823.8559126917593,not suitable
rabi,22.9,18.7,921.4027425630248,740.9021143081643,not suitable
rabi,26.3,20.4,1057.2181414300524,783.6141370612629,not suitable
rabi,21.5,20.1,840.2892761142555,694.2975989439941,not suitable
kharif,28.1,22.0,942.2293460201377,1213.1620277085165,not suitable
kharif,29.4,19.4,1084.800175218647,1504.2062727661125,not suitable
pre-kharif,31.7,23.8,1061.309437953387,811.7563776589843,not suitable
pre-kharif,26.7,22.1,841.1487851251384,1041.48704855122,not suitable
rabi,25.7,21.9,1093.3263565858585,1048.526112003327,not suitable
rabi,23.8,18.8,950.7250882575242,649.8367734507094,not suitable
rabi,23.3,19.2,875.0557801928944,832.4972595757972,not suitable
rabi,22.9,20.6,896.8360799092053,639.69452622174,not suitable
kharif,26.2,22.0,898.4170476578045,1211.528303531091,not suitable
rabi,28.6,20.6,1197.7061663917061,684.0695070602255,not suitable
rabi,26.1,19.5,1016.6584097586958,697.8904241993338,not suitable
rabi,23.0,21.9,935.1618850075813,780.4751556475975,not suitable
pre-kharif,30.0,22.2,959.416581232127,1091.5525621161034,not suitable
kharif,28.3,22.0,986.9613742793505,1258.9877848543047,not suitable
pre-kharif,31.4,21.9,1087.879202841071,1109.601427103723,not suitable
rabi,26.4,17.3,1170.376822260216,826.7507997330036,not suitable
kharif,30.5,19.9,1138.1116360368167,1379.684782108991,not suitable
pre-kharif,25.9,23.1,824.9925449429604,913.7878019792931,not suitable
kharif,24.7,20.3,832.2009988083215,1315.1920352651102,not suitable
kharif,31.0,22.1,1232.258709706163,1358.5051378654473,suitable
kharif,25.0,23.1,941.070758921163,1182.859272415261,not suitable
pre-kharif,33.3,22.4,1137.301352425856,1517.7861913824215,not suitable
kharif,29.7,22.0,1108.6909943002813,1140.2598393428964,suitable
kharif,27.1,21.3,896.0553372029059,1173.6849260763306,not suitable
rabi,26.3,18.7,1132.669168924116,650.0832282079907,not suitable
kharif,25.4,18.9,836.5907804533307,1222.5550113974775,not suitable
rabi,24.3,18.3,1023.2443679079931,740.3175875309971,not suitable
kharif,27.0,22.1,983.1829266191983,1266.058739536689,not suitable
kharif,29.7,21.5,954.3087132330586,1465.2851795159977,not suitable
rabi,28.0,22.1,1176.2399304423786,664.325315676578,not suitable
kharif,28.5,21.8,1016.2497935068695,1313.1674568551994,suitable
pre-kharif,27.1,21.6,881.4817310625177,771.8335376078419,not suitable
pre-kharif,30.4,23.4,1075.5934292502056,1338.8045350205898,not suitable
rabi,27.0,21.1,1112.4311171311874,658.8468736329196,not suitable
kharif,29.6,22.3,1045.2881012750534,1374.76019841608,suitable
rabi,27.7,18.8,1148.2061209368794,989.4548735511245,not suitable
pre-kharif,32.9,22.9,1216.9793323905915,1275.0853545545126,suitable
pre-kharif,32.1,22.5,1065.6964510945952,1462.5445452062816,suitable
pre-kharif,30.2,22.6,1017.3310093598166,727.8608277444728,not suitable
kharif,30.7,21.9,1100.1724172180075,1321.4146177095574,suitable
kharif,25.5,21.4,811.143553084835,1143.0044889408025,not suitable
kharif,26.6,21.7,886.6784062980807,1302.5930115089984,not suitable
kharif,24.9,20.7,925.3386952296306,1319.766078915133,not suitable
rabi,23.6,19.9,851.6327011224607,616.2264299936206,not suitable
kharif,26.2,22.8,927.4812665858323,1419.1352582974212,not suitable
kharif,30.7,21.1,1133.313104528087,1149.1995321884638,suitable
rabi,21.7,19.9,861.92195238643,811.2815104925204,not suitable
kharif,29.0,21.9,1064.4341398744177,1027.2981922881575,not suitable
kharif,27.0,21.3,979.6319182512887,1326.7102700860496,not suitable
rabi,15.1,15.0,729.273866625935,1099.9285298859288,not suitable
rabi,22.5,20.2,912.5778748945081,1003.0156917757063,not suitable
pre-kharif,28.9,22.7,937.2435732932715,840.4933000276224,not suitable
rabi,24.7,19.0,882.0388903961873,866.4171179201711,not suitable
kharif,27.8,23.4,1022.2440216502173,1354.1759452004594,not suitable
pre-kharif,32.7,23.2,1197.7768212432693,673.8427063135902,not suitable
kharif,31.4,22.3,1004.6756408167348,1273.3688389894562,suitable
rabi,24.2,20.7,1018.9106918705935,797.5656154653153,not suitable
kharif,32.2,20.0,1236.1164219809941,1304.2099371858035,suitable
kharif,29.9,22.5,1065.9960314423254,1438.730427848507,suitable
kharif,22.4,21.4,715.9562400623399,1232.9690956138586,not suitable
pre-kharif,31.9,23.2,1152.7563836104262,687.0090381172217,not suitable
pre-kharif,28.3,23.4,973.1756384022827,725.2116177197205,not suitable
pre-kharif,28.4,20.4,824.871236013736,906.9558043497069,not suitable
pre-kharif,23.7,20.4,649.9411460427883,1039.145517575361,not suitable
pre-kharif,30.8,20.7,1078.8088980593102,1374.9880150176605,suitable
pre-kharif,29.9,23.8,958.0130474801178,963.6248855373902,not suitable
kharif,28.6,22.4,931.0183730893626,1258.8686213952392,not suitable
pre-kharif,33.2,19.4,1094.3570571506662,500.0,not suitable
kharif,29.6,23.6,1105.598514235855,1311.9096898941934,not suitable
rabi,26.4,17.6,974.355353272868,918.4910076592001,not suitable
kharif,27.7,22.4,1038.7962717924324,1129.3208302701228,suitable
kharif,28.7,22.8,1050.6273177454361,1277.4139230103308,suitable
pre-kharif,31.2,23.4,1080.4880884027582,1064.258154115894,not suitable
pre-kharif,34.1,22.7,1172.7734571126048,1098.471092052638,not suitable
pre-kharif,28.1,23.4,984.8849043279945,1092.2589298188327,not suitable
pre-kharif,33.0,23.0,1185.531777344566,965.0288887234362,not suitable
pre-kharif,27.9,20.0,928.6755074663849,676.3685069905251,not suitable
pre-kharif,32.2,20.6,1098.1772146880528,832.3325672118093,not suitable
pre-kharif,26.1,20.7,860.7280078167445,1328.5049564245548,not suitable
pre-kharif,30.2,20.9,1053.1980178994193,1038.1224941871735,not suitable
kharif,28.8,22.4,1045.041523663373,1290.4735787502889,suitable
pre-kharif,23.8,22.0,681.8718328753031,937.5319667788873,not suitable
kharif,24.8,21.9,930.1274711503321,1570.2796911688947,not suitable
kharif,25.6,22.5,1031.252242578412,1256.043001059007,suitable
kharif,27.8,20.9,975.2299649327776,1330.3505573537736,not suitable
pre-kharif,28.9,20.4,920.2251917784644,1250.6128481347796,not suitable
rabi,30.0,20.2,1261.9396963195613,857.3730180878728,not suitable
kharif,30.1,21.7,1123.2371618914974,1445.3602573715027,suitable
pre-kharif,30.6,23.4,1062.379446353476,797.6994939323112,not suitable
rabi,24.4,21.3,953.7768218777985,1044.5631659432927,not suitable
rabi,24.5,20.7,901.6929980551151,780.1915211719147,not suitable
pre-kharif,33.2,17.3,872.9723754575954,955.9309211597326,not suitable
pre-kharif,22.4,26.7,893.8782277705521,1027.9347384655036,not suitable
rabi,19.8,20.8,748.5929142538068,965.1835547282471,not suitable
rabi,30.3,19.6,1251.96085018682,752.6032000097119,not suitable
pre-kharif,32.0,24.6,1036.5006676931782,915.508618748584,not suitable
pre-kharif,29.1,23.4,977.5048801063078,1020.3569984897206,not suitable
kharif,26.2,22.9,882.2221494086683,1180.2560559996139,not suitable
kharif,28.5,22.1,1020.5206610179356,1523.6420279489964,not suitable
kharif,28.5,21.2,1023.5671278735456,1593.4281314347927,not suitable
kharif,31.5,18.9,1217.505628277443,1295.672774750606,not suitable
kharif,27.5,21.3,1036.7799099884614,1221.5527505438906,suitable
rabi,21.0,18.0,834.7727000277424,1140.9793913759988,not suitable
pre-kharif,28.9,21.9,957.0710801997959,963.1570597127426,not suitable
pre-kharif,24.7,24.9,1023.3903591786243,755.8830507401976,not suitable
rabi,24.1,20.5,987.0449234046944,776.0876965773831,not suitable
rabi,26.5,19.0,1170.6460936588435,590.5542080232007,not suitable
kharif,24.4,19.8,920.9918253727722,1568.482848212216,not suitable
kharif,28.1,20.2,990.1757377066674,1424.9943185211584,not suitable
pre-kharif,37.3,20.2,1359.636222641055,1036.9623027573778,not suitable
kharif,31.1,20.5,1147.618772630952,1312.353709208663,suitable
kharif,29.6,20.5,1126.3424812484423,1532.6527993681339,not suitable
pre-kharif,33.4,23.4,1206.038362802559,766.6918194425946,not suitable
pre-kharif,33.8,21.7,1130.0840808088806,1033.6776996381839,not suitable
kharif,26.8,22.6,993.6768596346838,1514.0473663128,not suitable
pre-kharif,31.8,20.9,1064.2127150240142,1316.3031517272157,suitable
kharif,25.7,22.8,893.46181816565,1250.5274035435245,not suitable
pre-kharif,25.5,23.6,1057.56486948559,945.3456610737128,not suitable
kharif,26.4,22.0,681.4229234728156,1337.8500202375183,not suitable
pre-kharif,22.4,17.6,663.7332957250932,791.1271122214999,not suitable
rabi,25.1,20.5,1019.2124468842176,811.741094544933,not suitable
kharif,32.8,22.4,1163.1547299432673,1389.462864223399,suitable
kharif,26.4,21.8,984.0419385553258,1304.3166553938709,not suitable
rabi,29.4,18.4,1142.384347524828,923.3187963460587,not suitable
kharif,26.8,18.2,888.7650112883106,1107.2497037719747,not suitable
pre-kharif,27.4,21.0,864.4009974595568,974.9222423105215,not suitable
kharif,27.3,22.6,993.4126434341624,1166.6116860831128,not suitable
kharif,27.2,20.1,1063.2370675830286,1111.4235102621676,not suitable
rabi,26.9,20.0,1052.7962686816359,1085.7100320081097,not suitable
kharif,31.3,21.0,1228.0716769585003,1376.0817451865591,suitable
pre-kharif,28.5,24.4,987.7885638478471,846.7123760657473,not suitable
pre-kharif,24.5,21.3,723.1009189671466,1126.2593147858706,not suitable
kharif,26.3,19.2,938.9968631668767,1133.9512646424746,not suitable
kharif,30.7,21.9,1114.841859224137,1329.1855012498909,suitable
kharif,29.0,21.8,987.4758067500887,1605.9858148416583,not suitable
kharif,30.9,20.8,1158.5902171066423,1532.8166307812894,not suitable
rabi,24.8,18.6,1013.8199520391702,663.7020480475085,not suitable
kharif,31.5,22.6,1159.5316369984166,1051.6439972207802,not suitable
pre-kharif,26.7,22.6,863.5374020146426,970.8359742673871,not suitable
pre-kharif,19.1,19.7,779.3295796952674,1407.693642110747,not suitable
pre-kharif,29.5,24.4,1050.1274520841243,1261.8740019209974,not suitable
pre-kharif,32.5,23.9,1178.8213659438745,969.8478253286885,not suitable
pre-kharif,32.3,19.9,1175.650174286123,1153.8703502005565,not suitable
pre-kharif,31.8,19.6,1101.9144253574116,924.365907600581,not suitable
pre-kharif,27.3,25.9,866.1703775484306,1006.8144907290176,not suitable
pre-kharif,19.1,22.4,649.7240028330856,930.2640212851575,not suitable
rabi,27.4,21.4,1125.098360443658,576.8213214274085,not suitable
pre-kharif,25.1,20.9,751.6068847150267,1165.6643616293366,not suitable
kharif,29.1,21.6,1011.4649853599279,1121.6735230346849,suitable
kharif,27.6,21.8,890.9328583960321,1188.5881991305328,not suitable
